Date,Day,Month,Route_ID,Transport_Type,Passengers,Revenue,Weather,Temperature,Is_Weekend,Is_Holiday,Peak_Hour
17-02-2024,Saturday,2,R1,Bus,137,2740,Cloudy,31,1,0,0
17-02-2024,Saturday,2,R5,Bus,179,3580,Sunny,38,1,0,0
17-02-2024,Saturday,2,R1,Bus,66,1320,Sunny,22,1,0,0
17-02-2024,Saturday,2,R2,Train,134,4020,Sunny,38,1,0,0
17-02-2024,Saturday,2,R2,Bus,194,3880,Cloudy,34,1,0,0
17-02-2024,Saturday,2,R5,Bus,196,3920,Sunny,31,1,0,1
17-02-2024,Saturday,2,R5,Train,271,8130,Cloudy,38,1,0,1
17-02-2024,Saturday,2,R3,Bus,304,6080,Rainy,19,1,0,1
17-02-2024,Saturday,2,R3,Metro,343,13720,Cloudy,28,1,0,1
17-02-2024,Saturday,2,R4,Bus,131,2620,Sunny,15,1,0,0
17-02-2024,Saturday,2,R2,Train,66,1980,Sunny,38,1,0,0
17-02-2024,Saturday,2,R3,Train,78,2340,Rainy,22,1,0,0
18-02-2024,Sunday,2,R4,Bus,133,2660,Rainy,18,1,0,0
18-02-2024,Sunday,2,R5,Metro,111,4440,Sunny,24,1,0,0
18-02-2024,Sunday,2,R2,Bus,280,5600,Cloudy,30,1,0,0
18-02-2024,Sunday,2,R1,Metro,92,3680,Cloudy,21,1,0,0
18-02-2024,Sunday,2,R1,Metro,170,6800,Sunny,17,1,0,0
18-02-2024,Sunday,2,R4,Bus,162,3240,Rainy,26,1,0,0
18-02-2024,Sunday,2,R1,Metro,93,3720,Sunny,38,1,0,0
18-02-2024,Sunday,2,R2,Metro,386,15440,Cloudy,37,1,1,1
18-02-2024,Sunday,2,R5,Train,195,5850,Cloudy,16,1,0,1
18-02-2024,Sunday,2,R4,Train,114,3420,Rainy,22,1,0,1
18-02-2024,Sunday,2,R2,Metro,78,3120,Rainy,28,1,0,1
18-02-2024,Sunday,2,R5,Metro,53,2120,Rainy,35,1,0,0
18-02-2024,Sunday,2,R3,Train,218,6540,Rainy,35,1,0,0
18-02-2024,Sunday,2,R3,Bus,77,1540,Rainy,25,1,0,0
18-02-2024,Sunday,2,R3,Metro,94,3760,Rainy,23,1,0,0
18-02-2024,Sunday,2,R3,Bus,247,4940,Sunny,22,1,0,0
18-02-2024,Sunday,2,R5,Bus,60,1200,Cloudy,38,1,0,0
18-02-2024,Sunday,2,R5,Train,252,7560,Cloudy,24,1,0,1
18-02-2024,Sunday,2,R4,Metro,188,7520,Rainy,23,1,0,1
18-02-2024,Sunday,2,R2,Metro,291,11640,Sunny,33,1,0,1
18-02-2024,Sunday,2,R1,Train,79,2370,Cloudy,24,1,0,1
18-02-2024,Sunday,2,R5,Metro,170,6800,Cloudy,16,1,0,0
18-02-2024,Sunday,2,R4,Bus,123,2460,Cloudy,33,1,0,0
18-02-2024,Sunday,2,R3,Train,187,5610,Rainy,16,1,0,0
19-02-2024,Monday,2,R2,Train,173,5190,Sunny,35,0,0,0
19-02-2024,Monday,2,R4,Bus,155,3100,Sunny,36,0,0,0
19-02-2024,Monday,2,R2,Bus,135,2700,Sunny,21,0,0,0
19-02-2024,Monday,2,R4,Train,184,5520,Sunny,20,0,0,0
19-02-2024,Monday,2,R5,Metro,93,3720,Cloudy,20,0,0,0
19-02-2024,Monday,2,R1,Train,291,8730,Cloudy,24,0,0,0
19-02-2024,Monday,2,R5,Metro,134,5360,Sunny,38,0,0,0
19-02-2024,Monday,2,R1,Train,100,3000,Sunny,26,0,0,1
19-02-2024,Monday,2,R2,Train,184,5520,Cloudy,24,0,0,1
19-02-2024,Monday,2,R2,Metro,88,3520,Rainy,39,0,0,1
19-02-2024,Monday,2,R4,Metro,204,8160,Sunny,21,0,0,1
19-02-2024,Monday,2,R1,Bus,51,1020,Cloudy,19,0,0,0
19-02-2024,Monday,2,R2,Train,228,6840,Cloudy,32,0,0,0
19-02-2024,Monday,2,R5,Metro,221,8840,Sunny,34,0,0,0
19-02-2024,Monday,2,R1,Train,243,7290,Cloudy,15,0,0,0
19-02-2024,Monday,2,R5,Bus,117,2340,Cloudy,19,0,0,0
19-02-2024,Monday,2,R3,Metro,57,2280,Rainy,15,0,0,0
19-02-2024,Monday,2,R4,Metro,153,6120,Sunny,39,0,0,1
19-02-2024,Monday,2,R5,Metro,310,12400,Cloudy,17,0,0,1
19-02-2024,Monday,2,R2,Train,352,10560,Cloudy,16,0,0,1
19-02-2024,Monday,2,R3,Metro,189,7560,Sunny,16,0,0,1
19-02-2024,Monday,2,R5,Train,75,2250,Cloudy,30,0,0,0
19-02-2024,Monday,2,R4,Bus,64,1280,Rainy,19,0,0,0
19-02-2024,Monday,2,R3,Metro,101,4040,Sunny,28,0,0,0
20-02-2024,Tuesday,2,R2,Train,124,3720,Rainy,17,0,0,0
20-02-2024,Tuesday,2,R4,Bus,247,4940,Sunny,26,0,0,0
20-02-2024,Tuesday,2,R2,Bus,171,3420,Rainy,30,0,0,0
20-02-2024,Tuesday,2,R5,Bus,232,4640,Rainy,27,0,0,0
20-02-2024,Tuesday,2,R3,Metro,190,7600,Rainy,30,0,0,0
20-02-2024,Tuesday,2,R5,Metro,202,8080,Cloudy,30,0,0,0
20-02-2024,Tuesday,2,R1,Bus,61,1220,Sunny,36,0,0,0
20-02-2024,Tuesday,2,R4,Train,369,11070,Cloudy,27,0,0,1
20-02-2024,Tuesday,2,R2,Bus,241,4820,Cloudy,24,0,0,1
20-02-2024,Tuesday,2,R4,Bus,98,1960,Rainy,22,0,0,1
20-02-2024,Tuesday,2,R5,Train,147,4410,Rainy,20,0,0,1
20-02-2024,Tuesday,2,R5,Bus,132,2640,Cloudy,26,0,0,0
20-02-2024,Tuesday,2,R4,Train,195,5850,Sunny,16,0,0,0
20-02-2024,Tuesday,2,R4,Bus,244,4880,Sunny,32,0,0,0
20-02-2024,Tuesday,2,R3,Train,112,3360,Sunny,23,0,0,0
20-02-2024,Tuesday,2,R4,Bus,174,3480,Rainy,29,0,0,0
20-02-2024,Tuesday,2,R4,Metro,129,5160,Sunny,15,0,0,0
20-02-2024,Tuesday,2,R2,Bus,193,3860,Rainy,17,0,0,1
20-02-2024,Tuesday,2,R2,Metro,324,12960,Cloudy,20,0,0,1
20-02-2024,Tuesday,2,R4,Bus,162,3240,Sunny,37,0,0,1
20-02-2024,Tuesday,2,R2,Bus,318,6360,Rainy,29,0,0,1
20-02-2024,Tuesday,2,R3,Train,117,3510,Rainy,30,0,0,0
20-02-2024,Tuesday,2,R1,Train,203,6090,Rainy,30,0,0,0
20-02-2024,Tuesday,2,R4,Metro,170,6800,Rainy,36,0,0,0
21-02-2024,Wednesday,2,R2,Bus,232,4640,Rainy,26,0,0,0
21-02-2024,Wednesday,2,R5,Train,74,2220,Rainy,36,0,0,0
21-02-2024,Wednesday,2,R5,Train,200,6000,Sunny,31,0,0,0
21-02-2024,Wednesday,2,R2,Bus,100,2000,Rainy,32,0,0,0
21-02-2024,Wednesday,2,R4,Train,164,4920,Rainy,35,0,1,0
21-02-2024,Wednesday,2,R4,Train,83,2490,Cloudy,24,0,0,0
21-02-2024,Wednesday,2,R2,Bus,203,4060,Rainy,24,0,0,0
21-02-2024,Wednesday,2,R2,Metro,321,12840,Rainy,15,0,0,1
21-02-2024,Wednesday,2,R4,Bus,420,8400,Cloudy,35,0,0,1
21-02-2024,Wednesday,2,R1,Bus,378,7560,Sunny,34,0,1,1
21-02-2024,Wednesday,2,R5,Metro,264,10560,Rainy,32,0,0,1
21-02-2024,Wednesday,2,R1,Bus,127,2540,Sunny,25,0,0,0
21-02-2024,Wednesday,2,R1,Metro,157,6280,Cloudy,39,0,0,0
21-02-2024,Wednesday,2,R1,Train,188,5640,Rainy,30,0,0,0
21-02-2024,Wednesday,2,R4,Metro,231,9240,Sunny,38,0,0,0
21-02-2024,Wednesday,2,R5,Metro,224,8960,Cloudy,33,0,0,0
21-02-2024,Wednesday,2,R1,Bus,228,4560,Rainy,17,0,0,0
21-02-2024,Wednesday,2,R1,Train,242,7260,Rainy,27,0,0,1
21-02-2024,Wednesday,2,R4,Bus,220,4400,Sunny,30,0,0,1
21-02-2024,Wednesday,2,R3,Bus,381,7620,Sunny,31,0,0,1
21-02-2024,Wednesday,2,R5,Metro,81,3240,Rainy,36,0,0,1
21-02-2024,Wednesday,2,R2,Metro,140,5600,Sunny,29,0,1,0
21-02-2024,Wednesday,2,R2,Train,88,2640,Rainy,21,0,0,0
21-02-2024,Wednesday,2,R2,Bus,236,4720,Rainy,21,0,0,0
22-02-2024,Thursday,2,R4,Bus,181,3620,Cloudy,26,0,0,0
22-02-2024,Thursday,2,R4,Bus,200,4000,Rainy,19,0,0,0
22-02-2024,Thursday,2,R2,Metro,84,3360,Rainy,31,0,0,0
22-02-2024,Thursday,2,R3,Train,72,2160,Sunny,23,0,0,0
22-02-2024,Thursday,2,R4,Bus,212,4240,Cloudy,27,0,0,0
22-02-2024,Thursday,2,R4,Bus,262,5240,Sunny,24,0,0,0
22-02-2024,Thursday,2,R3,Train,145,4350,Cloudy,36,0,0,0
22-02-2024,Thursday,2,R2,Metro,250,10000,Rainy,21,0,0,1
22-02-2024,Thursday,2,R1,Bus,196,3920,Cloudy,16,0,0,1
22-02-2024,Thursday,2,R4,Metro,104,4160,Rainy,23,0,0,1
22-02-2024,Thursday,2,R3,Train,196,5880,Sunny,18,0,0,1
22-02-2024,Thursday,2,R4,Bus,205,4100,Cloudy,36,0,0,0
22-02-2024,Thursday,2,R4,Bus,223,4460,Rainy,38,0,1,0
22-02-2024,Thursday,2,R1,Bus,239,4780,Sunny,24,0,1,0
22-02-2024,Thursday,2,R5,Metro,91,3640,Cloudy,21,0,0,0
22-02-2024,Thursday,2,R2,Metro,98,3920,Rainy,31,0,0,0
22-02-2024,Thursday,2,R4,Train,111,3330,Sunny,37,0,0,0
22-02-2024,Thursday,2,R2,Metro,436,17440,Cloudy,33,0,0,1
22-02-2024,Thursday,2,R2,Train,190,5700,Cloudy,32,0,0,1
22-02-2024,Thursday,2,R3,Train,394,11820,Cloudy,17,0,0,1
22-02-2024,Thursday,2,R5,Bus,337,6740,Sunny,38,0,0,1
22-02-2024,Thursday,2,R2,Metro,280,11200,Sunny,33,0,0,0
22-02-2024,Thursday,2,R5,Metro,148,5920,Rainy,35,0,0,0
22-02-2024,Thursday,2,R4,Train,220,6600,Rainy,19,0,0,0
23-02-2024,Friday,2,R3,Train,105,3150,Sunny,18,0,0,0
23-02-2024,Friday,2,R5,Train,55,1650,Sunny,31,0,0,0
23-02-2024,Friday,2,R3,Bus,366,7320,Cloudy,34,0,1,0
23-02-2024,Friday,2,R2,Train,267,8010,Cloudy,37,0,0,0
23-02-2024,Friday,2,R3,Train,237,7110,Cloudy,19,0,0,0
23-02-2024,Friday,2,R4,Train,88,2640,Sunny,35,0,0,0
23-02-2024,Friday,2,R5,Bus,169,3380,Cloudy,22,0,0,0
23-02-2024,Friday,2,R5,Train,78,2340,Sunny,21,0,0,1
23-02-2024,Friday,2,R5,Metro,232,9280,Cloudy,25,0,0,1
23-02-2024,Friday,2,R5,Train,429,12870,Cloudy,34,0,0,1
23-02-2024,Friday,2,R1,Metro,340,13600,Sunny,21,0,0,1
23-02-2024,Friday,2,R1,Bus,188,3760,Cloudy,28,0,0,0
23-02-2024,Friday,2,R2,Metro,133,5320,Sunny,31,0,0,0
23-02-2024,Friday,2,R5,Bus,98,1960,Sunny,29,0,0,0
23-02-2024,Friday,2,R5,Train,67,2010,Cloudy,19,0,0,0
23-02-2024,Friday,2,R3,Train,113,3390,Cloudy,30,0,0,0
23-02-2024,Friday,2,R4,Metro,136,5440,Sunny,20,0,0,0
23-02-2024,Friday,2,R3,Metro,307,12280,Cloudy,23,0,0,1
23-02-2024,Friday,2,R3,Bus,252,5040,Sunny,34,0,0,1
23-02-2024,Friday,2,R5,Train,214,6420,Cloudy,21,0,0,1
23-02-2024,Friday,2,R2,Train,122,3660,Rainy,37,0,0,1
23-02-2024,Friday,2,R4,Metro,81,3240,Rainy,30,0,0,0
23-02-2024,Friday,2,R3,Bus,113,2260,Sunny,33,0,0,0
23-02-2024,Friday,2,R4,Metro,52,2080,Sunny,15,0,0,0
24-02-2024,Saturday,2,R2,Train,204,6120,Sunny,20,1,0,0
24-02-2024,Saturday,2,R2,Train,170,5100,Rainy,15,1,0,0
24-02-2024,Saturday,2,R3,Train,166,4980,Rainy,25,1,0,0
24-02-2024,Saturday,2,R4,Train,192,5760,Rainy,26,1,0,0
24-02-2024,Saturday,2,R5,Metro,118,4720,Sunny,20,1,0,0
24-02-2024,Saturday,2,R5,Train,59,1770,Cloudy,36,1,0,0
24-02-2024,Saturday,2,R5,Bus,288,5760,Cloudy,17,1,0,0
24-02-2024,Saturday,2,R2,Bus,430,8600,Cloudy,27,1,0,1
24-02-2024,Saturday,2,R2,Metro,427,17080,Cloudy,29,1,0,1
24-02-2024,Saturday,2,R3,Bus,289,5780,Sunny,29,1,0,1
24-02-2024,Saturday,2,R5,Train,426,12780,Sunny,20,1,0,1
24-02-2024,Saturday,2,R2,Metro,88,3520,Rainy,39,1,0,0
24-02-2024,Saturday,2,R3,Bus,132,2640,Rainy,35,1,0,0
24-02-2024,Saturday,2,R3,Metro,240,9600,Sunny,34,1,0,0
24-02-2024,Saturday,2,R2,Metro,80,3200,Cloudy,30,1,0,0
24-02-2024,Saturday,2,R1,Train,143,4290,Cloudy,36,1,0,0
24-02-2024,Saturday,2,R4,Bus,167,3340,Sunny,37,1,0,0
24-02-2024,Saturday,2,R1,Bus,251,5020,Cloudy,20,1,1,1
24-02-2024,Saturday,2,R5,Bus,447,8940,Sunny,38,1,0,1
24-02-2024,Saturday,2,R5,Metro,93,3720,Rainy,22,1,0,1
24-02-2024,Saturday,2,R5,Bus,109,2180,Rainy,23,1,0,1
24-02-2024,Saturday,2,R3,Metro,95,3800,Cloudy,35,1,0,0
24-02-2024,Saturday,2,R3,Bus,136,2720,Cloudy,39,1,0,0
24-02-2024,Saturday,2,R5,Train,55,1650,Sunny,35,1,0,0
25-02-2024,Sunday,2,R2,Metro,299,11960,Cloudy,26,1,0,0
25-02-2024,Sunday,2,R5,Train,94,2820,Sunny,15,1,1,0
25-02-2024,Sunday,2,R5,Bus,271,5420,Sunny,28,1,0,0
25-02-2024,Sunday,2,R3,Metro,241,9640,Sunny,15,1,0,0
25-02-2024,Sunday,2,R2,Train,58,1740,Rainy,36,1,0,0
25-02-2024,Sunday,2,R1,Metro,60,2400,Sunny,33,1,0,0
25-02-2024,Sunday,2,R4,Train,94,2820,Rainy,25,1,0,0
25-02-2024,Sunday,2,R2,Metro,228,9120,Sunny,37,1,0,1
25-02-2024,Sunday,2,R3,Train,62,1860,Rainy,15,1,0,1
25-02-2024,Sunday,2,R5,Train,76,2280,Sunny,18,1,0,1
25-02-2024,Sunday,2,R4,Metro,249,9960,Sunny,38,1,0,1
25-02-2024,Sunday,2,R3,Metro,103,4120,Sunny,30,1,0,0
25-02-2024,Sunday,2,R2,Train,114,3420,Sunny,36,1,0,0
25-02-2024,Sunday,2,R3,Bus,165,3300,Sunny,18,1,0,0
25-02-2024,Sunday,2,R4,Bus,259,5180,Cloudy,32,1,0,0
25-02-2024,Sunday,2,R2,Bus,154,3080,Rainy,36,1,1,0
25-02-2024,Sunday,2,R2,Bus,52,1040,Rainy,28,1,0,0
25-02-2024,Sunday,2,R1,Bus,76,1520,Cloudy,15,1,0,1
25-02-2024,Sunday,2,R3,Metro,228,9120,Cloudy,34,1,0,1
25-02-2024,Sunday,2,R2,Train,108,3240,Rainy,32,1,0,1
25-02-2024,Sunday,2,R4,Bus,276,5520,Cloudy,17,1,0,1
25-02-2024,Sunday,2,R5,Bus,299,5980,Cloudy,25,1,0,0
25-02-2024,Sunday,2,R1,Bus,94,1880,Cloudy,15,1,0,0
25-02-2024,Sunday,2,R4,Metro,58,2320,Cloudy,32,1,0,0
26-02-2024,Monday,2,R1,Train,237,7110,Cloudy,18,0,1,0
26-02-2024,Monday,2,R2,Metro,234,9360,Sunny,30,0,0,0
26-02-2024,Monday,2,R3,Metro,144,5760,Rainy,24,0,0,0
26-02-2024,Monday,2,R5,Metro,259,10360,Cloudy,30,0,0,0
26-02-2024,Monday,2,R1,Bus,279,5580,Sunny,28,0,0,0
26-02-2024,Monday,2,R1,Bus,57,1140,Cloudy,36,0,0,0
26-02-2024,Monday,2,R5,Train,94,2820,Sunny,15,0,0,0
26-02-2024,Monday,2,R3,Metro,244,9760,Sunny,39,0,0,1
26-02-2024,Monday,2,R5,Metro,279,11160,Cloudy,17,0,0,1
26-02-2024,Monday,2,R4,Bus,342,6840,Sunny,17,0,0,1
26-02-2024,Monday,2,R1,Metro,357,14280,Cloudy,26,0,0,1
26-02-2024,Monday,2,R2,Metro,126,5040,Cloudy,24,0,0,0
26-02-2024,Monday,2,R4,Metro,84,3360,Rainy,16,0,0,0
26-02-2024,Monday,2,R5,Metro,96,3840,Rainy,37,0,0,0
26-02-2024,Monday,2,R3,Bus,52,1040,Cloudy,38,0,0,0
26-02-2024,Monday,2,R5,Metro,92,3680,Cloudy,26,0,0,0
26-02-2024,Monday,2,R1,Metro,48,1920,Rainy,32,0,0,0
26-02-2024,Monday,2,R5,Metro,139,5560,Cloudy,32,0,0,1
26-02-2024,Monday,2,R3,Train,261,7830,Cloudy,39,0,0,1
26-02-2024,Monday,2,R1,Train,103,3090,Sunny,25,0,0,1
26-02-2024,Monday,2,R3,Train,306,9180,Cloudy,33,0,0,1
26-02-2024,Monday,2,R2,Metro,164,6560,Rainy,15,0,0,0
26-02-2024,Monday,2,R3,Bus,260,5200,Sunny,37,0,0,0
26-02-2024,Monday,2,R2,Bus,155,3100,Sunny,19,0,0,0
27-02-2024,Tuesday,2,R5,Bus,124,2480,Rainy,32,0,0,0
27-02-2024,Tuesday,2,R2,Bus,79,1580,Cloudy,21,0,0,0
27-02-2024,Tuesday,2,R1,Metro,225,9000,Sunny,16,0,0,0
27-02-2024,Tuesday,2,R1,Metro,95,3800,Cloudy,38,0,0,0
27-02-2024,Tuesday,2,R2,Train,218,6540,Cloudy,20,0,0,0
27-02-2024,Tuesday,2,R2,Train,151,4530,Rainy,33,0,0,0
27-02-2024,Tuesday,2,R2,Bus,190,3800,Sunny,35,0,0,0
27-02-2024,Tuesday,2,R3,Bus,192,3840,Cloudy,16,0,0,1
27-02-2024,Tuesday,2,R3,Metro,99,3960,Rainy,24,0,0,1
27-02-2024,Tuesday,2,R3,Metro,444,17760,Sunny,32,0,0,1
27-02-2024,Tuesday,2,R1,Bus,139,2780,Rainy,18,0,0,1
27-02-2024,Tuesday,2,R5,Bus,112,2240,Rainy,26,0,0,0
27-02-2024,Tuesday,2,R5,Bus,179,3580,Sunny,30,0,0,0
27-02-2024,Tuesday,2,R3,Metro,119,4760,Rainy,28,0,0,0
27-02-2024,Tuesday,2,R5,Train,375,11250,Cloudy,24,0,1,0
27-02-2024,Tuesday,2,R1,Train,257,7710,Cloudy,33,0,0,0
27-02-2024,Tuesday,2,R2,Train,115,3450,Cloudy,22,0,0,0
27-02-2024,Tuesday,2,R2,Bus,366,7320,Cloudy,39,0,0,1
27-02-2024,Tuesday,2,R1,Bus,174,3480,Cloudy,23,0,0,1
27-02-2024,Tuesday,2,R5,Bus,171,3420,Sunny,20,0,0,1
27-02-2024,Tuesday,2,R4,Bus,79,1580,Rainy,34,0,0,1
27-02-2024,Tuesday,2,R3,Train,253,7590,Cloudy,36,0,0,0
27-02-2024,Tuesday,2,R5,Bus,107,2140,Rainy,31,0,0,0
27-02-2024,Tuesday,2,R2,Train,168,5040,Rainy,19,0,0,0
28-02-2024,Wednesday,2,R3,Train,48,1440,Rainy,22,0,0,0
28-02-2024,Wednesday,2,R1,Train,276,8280,Cloudy,35,0,0,0
28-02-2024,Wednesday,2,R2,Bus,229,4580,Sunny,34,0,0,0
28-02-2024,Wednesday,2,R5,Metro,197,7880,Cloudy,39,0,0,0
28-02-2024,Wednesday,2,R2,Metro,218,8720,Sunny,15,0,0,0
28-02-2024,Wednesday,2,R3,Bus,49,980,Rainy,39,0,0,0
28-02-2024,Wednesday,2,R1,Train,84,2520,Cloudy,36,0,0,0
28-02-2024,Wednesday,2,R5,Bus,336,6720,Cloudy,35,0,0,1
28-02-2024,Wednesday,2,R4,Train,177,5310,Cloudy,38,0,0,1
28-02-2024,Wednesday,2,R2,Metro,247,9880,Sunny,21,0,0,1
28-02-2024,Wednesday,2,R1,Metro,409,16360,Cloudy,29,0,0,1
28-02-2024,Wednesday,2,R4,Bus,365,7300,Cloudy,32,0,1,0
28-02-2024,Wednesday,2,R5,Train,273,8190,Cloudy,31,0,0,0
28-02-2024,Wednesday,2,R5,Metro,257,10280,Sunny,32,0,0,0
28-02-2024,Wednesday,2,R1,Metro,72,2880,Cloudy,37,0,1,0
28-02-2024,Wednesday,2,R3,Metro,259,10360,Sunny,28,0,0,0
28-02-2024,Wednesday,2,R1,Bus,202,4040,Sunny,39,0,0,0
28-02-2024,Wednesday,2,R3,Bus,352,7040,Cloudy,33,0,0,1
28-02-2024,Wednesday,2,R5,Train,349,10470,Sunny,28,0,0,1
28-02-2024,Wednesday,2,R1,Train,421,12630,Cloudy,36,0,0,1
28-02-2024,Wednesday,2,R1,Train,402,12060,Cloudy,19,0,0,1
28-02-2024,Wednesday,2,R2,Bus,245,4900,Cloudy,35,0,0,0
28-02-2024,Wednesday,2,R3,Train,193,5790,Cloudy,31,0,0,0
28-02-2024,Wednesday,2,R3,Metro,65,2600,Cloudy,31,0,0,0
29-02-2024,Thursday,2,R5,Metro,220,8800,Sunny,20,0,0,0
29-02-2024,Thursday,2,R3,Bus,115,2300,Sunny,20,0,0,0
29-02-2024,Thursday,2,R3,Metro,152,6080,Sunny,19,0,0,0
29-02-2024,Thursday,2,R5,Metro,179,7160,Rainy,39,0,0,0
29-02-2024,Thursday,2,R2,Metro,248,9920,Cloudy,38,0,0,0
29-02-2024,Thursday,2,R3,Train,78,2340,Cloudy,28,0,0,0
29-02-2024,Thursday,2,R4,Metro,289,11560,Sunny,39,0,0,0
29-02-2024,Thursday,2,R3,Metro,238,9520,Cloudy,23,0,0,1
29-02-2024,Thursday,2,R4,Train,169,5070,Cloudy,33,0,0,1
29-02-2024,Thursday,2,R5,Train,340,10200,Rainy,31,0,0,1
29-02-2024,Thursday,2,R4,Metro,163,6520,Rainy,25,0,0,1
29-02-2024,Thursday,2,R5,Bus,256,5120,Sunny,26,0,0,0
29-02-2024,Thursday,2,R2,Train,293,8790,Cloudy,37,0,0,0
29-02-2024,Thursday,2,R3,Metro,131,5240,Rainy,16,0,0,0
29-02-2024,Thursday,2,R3,Bus,188,3760,Sunny,32,0,0,0
29-02-2024,Thursday,2,R2,Train,148,4440,Rainy,26,0,0,0
29-02-2024,Thursday,2,R4,Train,184,5520,Rainy,25,0,0,0
29-02-2024,Thursday,2,R1,Bus,224,4480,Rainy,30,0,0,1
29-02-2024,Thursday,2,R5,Metro,300,12000,Sunny,28,0,0,1
29-02-2024,Thursday,2,R1,Bus,196,3920,Rainy,32,0,0,1
29-02-2024,Thursday,2,R1,Train,435,13050,Sunny,16,0,0,1
29-02-2024,Thursday,2,R3,Bus,115,2300,Cloudy,31,0,0,0
29-02-2024,Thursday,2,R4,Metro,221,8840,Cloudy,28,0,0,0
29-02-2024,Thursday,2,R3,Metro,76,3040,Cloudy,38,0,0,0
01-03-2024,Friday,3,R2,Train,204,6120,Rainy,38,0,0,0
01-03-2024,Friday,3,R1,Metro,93,3720,Sunny,22,0,0,0
01-03-2024,Friday,3,R4,Train,200,6000,Sunny,36,0,0,0
01-03-2024,Friday,3,R2,Train,165,4950,Sunny,32,0,0,0
01-03-2024,Friday,3,R2,Metro,167,6680,Sunny,18,0,0,0
01-03-2024,Friday,3,R3,Bus,274,5480,Sunny,22,0,0,0
01-03-2024,Friday,3,R2,Bus,86,1720,Cloudy,22,0,0,0
01-03-2024,Friday,3,R4,Train,286,8580,Rainy,28,0,0,1
01-03-2024,Friday,3,R5,Metro,418,16720,Cloudy,30,0,0,1
01-03-2024,Friday,3,R1,Train,418,12540,Sunny,29,0,0,1
01-03-2024,Friday,3,R2,Metro,236,9440,Rainy,25,0,0,1
01-03-2024,Friday,3,R3,Train,44,1320,Rainy,28,0,0,0
01-03-2024,Friday,3,R2,Metro,196,7840,Cloudy,33,0,0,0
01-03-2024,Friday,3,R2,Bus,97,1940,Sunny,34,0,0,0
01-03-2024,Friday,3,R4,Bus,156,3120,Rainy,30,0,0,0
01-03-2024,Friday,3,R3,Metro,249,9960,Rainy,35,0,1,0
01-03-2024,Friday,3,R3,Train,255,7650,Sunny,33,0,0,0
01-03-2024,Friday,3,R3,Bus,231,4620,Cloudy,16,0,0,1
01-03-2024,Friday,3,R4,Metro,66,2640,Rainy,26,0,0,1
01-03-2024,Friday,3,R5,Train,406,12180,Cloudy,16,0,0,1
01-03-2024,Friday,3,R5,Bus,376,7520,Cloudy,22,0,0,1
01-03-2024,Friday,3,R5,Metro,237,9480,Sunny,26,0,0,0
01-03-2024,Friday,3,R5,Train,218,6540,Rainy,34,0,0,0
01-03-2024,Friday,3,R1,Metro,89,3560,Sunny,22,0,0,0
02-03-2024,Saturday,3,R1,Metro,147,5880,Sunny,17,1,0,0
02-03-2024,Saturday,3,R2,Train,256,7680,Sunny,32,1,0,0
02-03-2024,Saturday,3,R1,Train,191,5730,Rainy,16,1,0,0
02-03-2024,Saturday,3,R3,Train,227,6810,Rainy,20,1,0,0
02-03-2024,Saturday,3,R5,Train,141,4230,Cloudy,26,1,0,0
02-03-2024,Saturday,3,R1,Bus,224,4480,Cloudy,30,1,0,0
02-03-2024,Saturday,3,R5,Bus,82,1640,Sunny,35,1,0,0
02-03-2024,Saturday,3,R2,Bus,369,7380,Cloudy,33,1,0,1
02-03-2024,Saturday,3,R1,Bus,171,3420,Sunny,22,1,0,1
02-03-2024,Saturday,3,R2,Bus,243,4860,Sunny,26,1,0,1
02-03-2024,Saturday,3,R2,Bus,339,6780,Sunny,36,1,0,1
02-03-2024,Saturday,3,R4,Train,102,3060,Cloudy,38,1,0,0
02-03-2024,Saturday,3,R1,Metro,181,7240,Sunny,38,1,0,0
02-03-2024,Saturday,3,R3,Bus,183,3660,Rainy,37,1,0,0
02-03-2024,Saturday,3,R4,Train,71,2130,Sunny,15,1,0,0
02-03-2024,Saturday,3,R2,Bus,192,3840,Rainy,21,1,0,0
02-03-2024,Saturday,3,R3,Train,280,8400,Cloudy,22,1,0,0
02-03-2024,Saturday,3,R1,Bus,220,4400,Sunny,37,1,0,1
02-03-2024,Saturday,3,R4,Bus,301,6020,Sunny,32,1,0,1
02-03-2024,Saturday,3,R4,Train,230,6900,Rainy,15,1,0,1
02-03-2024,Saturday,3,R4,Metro,283,11320,Sunny,22,1,0,1
02-03-2024,Saturday,3,R3,Bus,100,2000,Rainy,19,1,0,0
02-03-2024,Saturday,3,R2,Train,103,3090,Sunny,25,1,0,0
02-03-2024,Saturday,3,R1,Train,118,3540,Rainy,20,1,0,0
03-03-2024,Sunday,3,R3,Metro,126,5040,Rainy,32,1,0,0
03-03-2024,Sunday,3,R1,Train,82,2460,Cloudy,26,1,0,0
03-03-2024,Sunday,3,R3,Train,155,4650,Sunny,32,1,0,0
03-03-2024,Sunday,3,R4,Bus,205,4100,Rainy,22,1,0,0
03-03-2024,Sunday,3,R5,Bus,154,3080,Cloudy,26,1,0,0
03-03-2024,Sunday,3,R1,Train,97,2910,Rainy,26,1,0,0
03-03-2024,Sunday,3,R1,Train,156,4680,Rainy,26,1,0,0
03-03-2024,Sunday,3,R3,Train,412,12360,Cloudy,39,1,0,1
03-03-2024,Sunday,3,R5,Metro,289,11560,Sunny,34,1,0,1
